,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Deliverable Volume,%Deliverble
22,01-02-1996,RELIANCE,EQ,176.75,175.0,185.0,174.5,892.35,183.85,180.21,22865050,412000000000000.0,518905.0,0.43633160025570006
23,02-02-1996,RELIANCE,EQ,183.85,188.75,206.0,188.75,892.35,203.8,196.45,29231000,574000000000000.0,518905.0,0.43633160025570006
24,05-02-1996,RELIANCE,EQ,203.8,215.0,225.2,208.55,892.35,220.75,216.42,43646350,945000000000000.0,518905.0,0.43633160025570006
25,06-02-1996,RELIANCE,EQ,220.75,226.05,230.0,197.6,892.35,202.25,218.04,44354450,967000000000000.0,518905.0,0.43633160025570006
26,07-02-1996,RELIANCE,EQ,202.25,191.05,208.0,189.05,892.35,206.0,201.29,31970000,644000000000000.0,518905.0,0.43633160025570006
27,08-02-1996,RELIANCE,EQ,206.0,208.1,227.65,206.0,892.35,224.0,214.12,29335550,628000000000000.0,518905.0,0.43633160025570006
28,09-02-1996,RELIANCE,EQ,224.0,232.0,242.0,224.1,892.35,237.0,233.49,35504550,829000000000000.0,518905.0,0.43633160025570006
29,12-02-1996,RELIANCE,EQ,237.0,231.0,235.0,219.0,892.35,222.15,228.02,34689050,791000000000000.0,518905.0,0.43633160025570006
30,13-02-1996,RELIANCE,EQ,222.15,220.0,244.15,218.1,892.35,235.5,225.63,36382650,821000000000000.0,518905.0,0.43633160025570006
31,14-02-1996,RELIANCE,EQ,235.5,241.5,244.95,233.85,892.35,235.65,238.52,22223700,530000000000000.0,518905.0,0.43633160025570006
32,15-02-1996,RELIANCE,EQ,235.65,230.0,237.5,228.0,892.35,231.9,233.05,24961300,582000000000000.0,518905.0,0.43633160025570006
33,16-02-1996,RELIANCE,EQ,231.9,228.0,230.25,226.05,892.35,227.8,228.1,17696100,404000000000000.0,518905.0,0.43633160025570006
34,19-02-1996,RELIANCE,EQ,227.8,232.0,235.2,228.75,892.35,230.1,232.19,18502450,430000000000000.0,518905.0,0.43633160025570006
35,20-02-1996,RELIANCE,EQ,230.1,230.0,230.95,215.0,892.35,217.95,223.7,22818950,510000000000000.0,518905.0,0.43633160025570006
36,22-02-1996,RELIANCE,EQ,217.95,223.0,231.0,221.05,892.35,229.45,226.75,21905900,497000000000000.0,518905.0,0.43633160025570006
37,23-02-1996,RELIANCE,EQ,229.45,229.0,229.5,223.2,892.35,227.0,226.29,19497250,441000000000000.0,518905.0,0.43633160025570006
38,26-02-1996,RELIANCE,EQ,227.0,229.5,234.25,226.05,892.35,227.5,230.72,19456750,449000000000000.0,518905.0,0.43633160025570006
39,27-02-1996,RELIANCE,EQ,227.5,228.8,230.0,221.05,892.35,224.9,225.17,19368600,436000000000000.0,518905.0,0.43633160025570006
40,28-02-1996,RELIANCE,EQ,224.9,229.25,231.8,225.5,892.35,226.0,228.67,15274700,349000000000000.0,518905.0,0.43633160025570006
41,29-02-1996,RELIANCE,EQ,226.0,224.0,224.8,210.5,892.35,211.85,217.19,24917100,541000000000000.0,518905.0,0.43633160025570006
42,01-03-1996,RELIANCE,EQ,211.85,213.5,216.2,208.55,892.35,213.05,212.61,25819450,549000000000000.0,518905.0,0.43633160025570006
43,04-03-1996,RELIANCE,EQ,213.05,214.0,215.0,208.4,892.35,210.85,211.62,24042700,509000000000000.0,518905.0,0.43633160025570006
44,06-03-1996,RELIANCE,EQ,210.85,214.5,219.8,212.6,892.35,218.35,215.93,19417300,419000000000000.0,518905.0,0.43633160025570006
45,07-03-1996,RELIANCE,EQ,218.35,221.4,225.25,219.25,892.35,220.3,222.37,30505050,678000000000000.0,518905.0,0.43633160025570006
46,08-03-1996,RELIANCE,EQ,220.3,217.5,220.0,214.75,892.35,219.15,217.21,23093700,502000000000000.0,518905.0,0.43633160025570006
47,11-03-1996,RELIANCE,EQ,219.15,216.0,220.5,215.15,892.35,219.85,217.5,22531900,490000000000000.0,518905.0,0.43633160025570006
48,12-03-1996,RELIANCE,EQ,219.85,219.5,238.0,218.5,892.35,231.15,224.76,28669950,644000000000000.0,518905.0,0.43633160025570006
49,13-03-1996,RELIANCE,EQ,231.15,225.0,228.25,222.25,892.35,227.2,225.74,20626200,466000000000000.0,518905.0,0.43633160025570006
50,14-03-1996,RELIANCE,EQ,227.2,227.0,229.4,225.5,892.35,227.15,228.02,21336550,487000000000000.0,518905.0,0.43633160025570006
51,15-03-1996,RELIANCE,EQ,227.15,225.95,226.65,218.0,892.35,219.7,223.11,22223150,496000000000000.0,518905.0,0.43633160025570006
52,18-03-1996,RELIANCE,EQ,219.7,217.45,218.0,208.9,892.35,209.7,213.09,23825350,508000000000000.0,518905.0,0.43633160025570006
53,19-03-1996,RELIANCE,EQ,209.7,209.0,212.8,192.5,892.35,196.8,205.35,37034500,760000000000000.0,518905.0,0.43633160025570006
54,21-03-1996,RELIANCE,EQ,196.8,205.0,213.1,205.0,892.35,210.9,209.67,23937450,502000000000000.0,518905.0,0.43633160025570006
55,22-03-1996,RELIANCE,EQ,210.9,206.95,206.95,198.5,892.35,202.35,202.22,24093300,487000000000000.0,518905.0,0.43633160025570006
56,25-03-1996,RELIANCE,EQ,202.35,204.95,206.1,198.25,892.35,201.15,203.43,16322250,332000000000000.0,518905.0,0.43633160025570006
57,26-03-1996,RELIANCE,EQ,201.15,200.0,204.0,193.5,892.35,199.85,198.47,19007600,377000000000000.0,518905.0,0.43633160025570006
58,27-03-1996,RELIANCE,EQ,199.85,207.0,209.95,206.05,892.35,206.95,207.86,13468250,280000000000000.0,518905.0,0.43633160025570006
59,28-03-1996,RELIANCE,EQ,206.95,207.5,210.7,206.8,892.35,209.65,208.9,12832000,268000000000000.0,518905.0,0.43633160025570006
60,29-03-1996,RELIANCE,EQ,209.65,209.4,210.75,206.2,892.35,206.85,208.04,11637700,242000000000000.0,518905.0,0.43633160025570006
61,01-04-1996,RELIANCE,EQ,206.85,207.75,209.5,206.0,892.35,208.8,208.27,8836850,184000000000000.0,518905.0,0.43633160025570006
62,02-04-1996,RELIANCE,EQ,208.8,209.25,212.0,207.25,892.35,209.35,209.98,13118200,275000000000000.0,518905.0,0.43633160025570006
63,03-04-1996,RELIANCE,EQ,209.35,214.05,216.4,210.6,892.35,211.1,213.3,10604950,226000000000000.0,518905.0,0.43633160025570006
64,04-04-1996,RELIANCE,EQ,211.1,209.0,209.3,206.4,892.35,208.6,207.87,8634450,179000000000000.0,518905.0,0.43633160025570006
65,08-04-1996,RELIANCE,EQ,208.6,211.25,213.2,209.9,892.35,212.1,211.45,8144200,172000000000000.0,518905.0,0.43633160025570006
66,09-04-1996,RELIANCE,EQ,212.1,214.75,217.2,211.25,892.35,212.35,214.47,11431550,245000000000000.0,518905.0,0.43633160025570006
67,10-04-1996,RELIANCE,EQ,212.35,215.0,215.95,211.4,892.35,212.25,213.37,10179050,217000000000000.0,518905.0,0.43633160025570006
